Product Name,Price,Ratings,Model Number,Processor,RAM,Operating System,Storage,Warranty,Brand,text
Lenovo V15 AMD Ryzen 3 Quad Core 7320U,"₹27,190",4.1,,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,Lenovo,"Lenovo V15 AMD Ryzen 3 Quad Core 7320U for ₹₹27,190 - AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty"
HP Backlit,"₹44,990",4.1,,Intel Core i5 Processor,(12th Gen)8 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP Backlit for ₹₹44,990 - Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
CHUWI,"₹16,490",4.2,,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor",(11th Gen)8 GB DDR4RAM,"/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 Operating System",256 GB SSD,"WPS Office, Operating System Software1 Year Onsite Warranty",CHUWI,"CHUWI for ₹₹16,490 - Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty"
Lenovo V14,"₹44,999",4.3,,Intel Core i7 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year brand Onsite Warranty,Lenovo,"Lenovo V14 for ₹₹44,999 - Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year brand Onsite Warranty"
HP MS Office 2024,"₹64,990",4.4,,Intel Core i7 Processor,(13th Gen)16 GB DDR4RAM,Windows 11 Home Operating System,512 GB SSD,Microsoft Office H&S Edition 20241 Year Carry-in Warranty,HP,"HP MS Office 2024 for ₹₹64,990 - Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office H&S Edition 20241 Year Carry-in Warranty"
HP,"₹36,990",3.9,15-fd1253TU,Intel Core 3 Processor,(14th Gen)8 GB DDR4RAM,Windows 11 Home Operating System,512 GB SSD,MS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty,HP,"HP for ₹₹36,990 - Intel Core 3 Processor (14th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty"
DELL,"₹34,890",4.3,,Intel Core i3 Processor,(13th Gen)8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,,DELL,"DELL for ₹₹34,890 - Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service"
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U,"₹29,990",4.3,,AMD Ryzen 3 Quad Core Processor,8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP 15 (2024) AMD Ryzen 3 Quad Core 7320U for ₹₹29,990 - AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
MSI Thin 15,"₹50,990",4.1,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,2 Year Onsite Warranty,MSI,"MSI Thin 15 for ₹₹50,990 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty"
ASUS ROG Ally AMD Ryzen Z1 Octa Core Extreme,"₹39,490",4.3,,AMD Ryzen Z1 Octa Core Processor,16 GB LPDDR5RAM,Windows 11 Operating System,512 GB SSD,3 months Xbox Game Pass Ultimate Subscription Included1 Year Onsite Warranty,ASUS,"ASUS ROG Ally AMD Ryzen Z1 Octa Core Extreme for ₹₹39,490 - AMD Ryzen Z1 Octa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD17.78 cm (7 Inch) Touchscreen Display3 months Xbox Game Pass Ultimate Subscription Included1 Year Onsite Warranty"
Acer Aspire 3,"₹21,990",4.4,A324-45,Intel Celeron Dual Core Processor,8 GB LPDDR4XRAM,Windows 11 Operating System,512 GB SSD,1 Year Carry-in Warranty,Acer,"Acer Aspire 3 for ₹₹21,990 - Intel Celeron Dual Core Processor8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty"
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS,"₹54,990",4.2,,AMD Ryzen 7 Octa Core Processor,8 GB DDR5RAM,Windows 11 Home Operating System,512 GB SSD,1 Year Carry-in Warranty,ASUS,"ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS for ₹₹54,990 - AMD Ryzen 7 Octa Core Processor8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty"
HP,"₹48,990",4.9,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,,HP,"HP for ₹₹48,990 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty"
Acer Aspire Lite,"₹32,990",4.4,,Intel Core i3 Processor,(13th Gen)16 GB DDR4RAM,64 bit Windows 11 Home Operating System,512 GB SSD,1 Year Warranty,Acer,"Acer Aspire Lite for ₹₹32,990 - Intel Core i3 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty"
"Acer Aspire Lite with Backlit Keyboard,","₹43,990",4.2,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Carry-in Warranty,Acer,"Acer Aspire Lite with Backlit Keyboard, for ₹₹43,990 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty"
MSI Thin 15,"₹54,990",3.8,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,2 Year Onsite Warranty,MSI,"MSI Thin 15 for ₹₹54,990 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty"
ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U,"₹40,890",4.1,,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5RAM,Windows 11 Home Operating System,512 GB SSD,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year1 Year Onsite Warranty",ASUS,"ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U for ₹₹40,890 - AMD Ryzen 5 Quad Core Processor16 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year1 Year Onsite Warranty"
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis,"₹1,14,990",3.6,,Intel Core Ultra 5 Processor,16 GB LPDDR5XRAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,SAMSUNG,"SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis for ₹₹1,14,990 - Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Touchscreen Display1 Year Onsite Warranty"
Lenovo IdeaPad Slim 3,"₹49,990",4.2,,Intel Core i5 Processor,(12th Gen)16 GB LPDDR5RAM,Windows 11 Home Operating System,512 GB SSD,Office Home 20241 Year Carry-in Warranty,Lenovo,"Lenovo IdeaPad Slim 3 for ₹₹49,990 - Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home 20241 Year Carry-in Warranty"
ASUS AMD Ryzen 3 Quad Core,"₹31,490",4.4,E1504FA-NJ321WS,AMD Ryzen 3 Quad Core Processor,8 GB DDR4RAM,Windows 11 Home Operating System,512 GB SSD,1 Year Onsite Warranty,ASUS,"ASUS AMD Ryzen 3 Quad Core for ₹₹31,490 - AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty"
HP 255 G10 AMD Ryzen 5 Quad Core 7520U,"₹31,900",4.3,,AMD Ryzen 5 Quad Core Processor,8 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,Windows 111 Year Onsite Warranty,HP,"HP 255 G10 AMD Ryzen 5 Quad Core 7520U for ₹₹31,900 - AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayWindows 111 Year Onsite Warranty"
Acer Aspire 3,"₹17,990",3.7,A311-45,Intel Celeron Dual Core Processor,8 GB DDR4RAM,64 bit Windows 11 Home Operating System,512 GB SSD,1 Year Warranty,Acer,"Acer Aspire 3 for ₹₹17,990 - Intel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD29.46 cm (11.6 inch) Display1 Year Warranty"
Acer Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U,"₹33,990",4.2,,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Carry-in Warranty,Acer,"Acer Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U for ₹₹33,990 - AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty"
HP 15R (2025),"₹33,790",3.2,,Intel Core i3 Processor,(13th Gen)16 GB DDR4RAM,64 bit Windows 11 Home Operating System,512 GB SSD,"Microsoft Office Pro Plus 2021, Windows 11 Home1 Year Onsite Warranty",HP,"HP 15R (2025) for ₹₹33,790 - Intel Core i3 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Pro Plus 2021, Windows 11 Home1 Year Onsite Warranty"
ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*,"₹36,990",4.2,,Intel Core i3 Processor,(13th Gen)8 GB DDR4RAM,Windows 11 Home Operating System,512 GB SSD,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty",ASUS,"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic* for ₹₹36,990 - Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty"
ASUS Vivobook 15,"₹61,990",4.3,,Intel Core i7 Processor,(13th Gen)16 GB DDR4RAM,Windows 11 Home Operating System,512 GB SSD,1 Year Onsite Warranty,ASUS,"ASUS Vivobook 15 for ₹₹61,990 - Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
Acer Predator Helios 16,"₹1,88,000",4.4,,Intel Core i9 Processor,(14th Gen)16 GB DDR5RAM,Windows 11 Operating System,1 TB SSD,1 Year International Travelers Warranty,Acer,"Acer Predator Helios 16 for ₹₹1,88,000 - Intel Core i9 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year International Travelers Warranty (ITW)"
HP Backlit,"₹44,990",4.3,,Intel Core i5 Processor,(12th Gen)8 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP Backlit for ₹₹44,990 - Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
CHUWI,"₹16,490",4.3,,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor",(11th Gen)8 GB DDR4RAM,"/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 Operating System",256 GB SSD,"WPS Office, Operating System Software1 Year Onsite Warranty",CHUWI,"CHUWI for ₹₹16,490 - Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty"
MOTOROLA Motobook 60 Full Metal,"₹62,990",3.7,,Intel Core 5 (Series 2) Processor,16 GB DDR5RAM,64 bit Windows 11 Operating System,512 GB SSD,Office Home 20241 Year Onsite Warranty,MOTOROLA,"MOTOROLA Motobook 60 Full Metal for ₹₹62,990 - Intel Core 5 (Series 2) Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayOffice Home 20241 Year Onsite Warranty"
DELL 15,"₹70,490",4.3,,Intel Core i7 Processor,(13th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,,DELL,"DELL 15 for ₹₹70,490 - Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service"
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U,"₹29,990",4.9,,AMD Ryzen 3 Quad Core Processor,8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP 15 (2024) AMD Ryzen 3 Quad Core 7320U for ₹₹29,990 - AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
MSI Thin 15,"₹50,990",4.2,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,2 Year Onsite Warranty,MSI,"MSI Thin 15 for ₹₹50,990 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty"
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U,"₹36,990",4.0,,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,MSI,"MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U for ₹₹36,990 - AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty"
HP Victus AI Powered AMD Ryzen 7 Octa Core 7840HS,"₹72,990",4.3,,AMD Ryzen 7 Octa Core Processor,16 GB DDR5RAM,64 bit Windows 11 Operating System,512 GB SSD,Microsoft Office 2021 t1 Year Onsite Warranty,HP,"HP Victus AI Powered AMD Ryzen 7 Octa Core 7840HS for ₹₹72,990 - AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD40.89 cm (16.1 Inch) DisplayMicrosoft Office 2021 t1 Year Onsite Warranty"
DELL 15,"₹49,750",4.4,,Intel Core i5 Processor,(13th Gen)8 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,,DELL,"DELL 15 for ₹₹49,750 - Intel Core i5 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service"
DELL Inspiron,"₹37,990",4.4,,Intel Core i3 Processor,(13th Gen)8 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,,DELL,"DELL Inspiron for ₹₹37,990 - Intel Core i3 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 year domestic warranty"
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS,"₹54,990",4.3,,AMD Ryzen 7 Octa Core Processor,8 GB DDR5RAM,Windows 11 Home Operating System,512 GB SSD,1 Year Carry-in Warranty,ASUS,"ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS for ₹₹54,990 - AMD Ryzen 7 Octa Core Processor8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty"
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis,"₹1,14,990",4.0,,Intel Core Ultra 5 Processor,16 GB LPDDR5XRAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,SAMSUNG,"SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis for ₹₹1,14,990 - Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Touchscreen Display1 Year Onsite Warranty"
MSI Thin 15,"₹84,990",3.8,,Intel Core i7 Processor,(13th Gen)16 GB DDR4RAM,Windows 11 Operating System,1 TB SSD,2 Year Onsite Warranty,MSI,"MSI Thin 15 for ₹₹84,990 - Intel Core i7 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty"
Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U,"₹50,990",4.1,AL15-41,AMD Ryzen 7 Octa Core Processor,16 GB DDR4RAM,64 bit Windows 11 Operating System,1 TB SSD,1 Year Onsite Warranty,Acer,"Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U for ₹₹50,990 - AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
HP,"₹48,990",4.3,,Intel Core i5 Processor,(12th Gen)16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,,HP,"HP for ₹₹48,990 - Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty"
Lenovo IdeaPad Slim 3,"₹49,990",4.3,,Intel Core i5 Processor,(12th Gen)16 GB LPDDR5RAM,Windows 11 Home Operating System,512 GB SSD,Office Home 20241 Year Carry-in Warranty,Lenovo,"Lenovo IdeaPad Slim 3 for ₹₹49,990 - Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home 20241 Year Carry-in Warranty"
Acer Nitro V AMD Ryzen 5 Hexa Core 7535HS,"₹57,990",4.2,,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year International Travelers Warranty,Acer,"Acer Nitro V AMD Ryzen 5 Hexa Core 7535HS for ₹₹57,990 - AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty (ITW)"
Acer Nitro V AMD Ryzen 7 Octa Core 7735HS,"₹67,990",4.3,,AMD Ryzen 7 Octa Core Processor,16 GB DDR5RAM,Windows 11 Operating System,512 GB SSD,1 Year International Travelers Warranty,Acer,"Acer Nitro V AMD Ryzen 7 Octa Core 7735HS for ₹₹67,990 - AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty (ITW)"
DELL Latitude 3440 (2024),"₹32,690",3.9,,Intel Core i3 Processor,(12th Gen)16 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,"Microsoft Office Pro Plus 2021, Windows 11 Pro1 Year Onsite Warranty",DELL,"DELL Latitude 3440 (2024) for ₹₹32,690 - Intel Core i3 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Pro Plus 2021, Windows 11 Pro1 Year Onsite Warranty"
HP 15 G9 (2025) AMD Ryzen 5 Hexa Core 5625U,"₹35,490",4.9,,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4RAM,64 bit Windows 11 Home Operating System,512 GB SSD,"Microsoft Office 2021, Windows 11 Home1 Year Onsite Warranty",HP,"HP 15 G9 (2025) AMD Ryzen 5 Hexa Core 5625U for ₹₹35,490 - AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year Onsite Warranty"
Acer Aspire 3,"₹17,990",3.7,A311-45,Intel Celeron Dual Core Processor,8 GB DDR4RAM,64 bit Windows 11 Home Operating System,512 GB SSD,1 Year Warranty,Acer,"Acer Aspire 3 for ₹₹17,990 - Intel Celeron Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD29.46 cm (11.6 inch) Display1 Year Warranty"
Acer Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U,"₹33,990",4.3,,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Carry-in Warranty,Acer,"Acer Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U for ₹₹33,990 - AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty"
HP 15R (2025),"₹33,490",4.4,,Intel Core i3 Processor,(13th Gen)8 GB DDR4RAM,64 bit Windows 11 Home Operating System,512 GB SSD,"Microsoft Office Pro Plus 2021, Windows 11 Home1 Year Onsite Warranty",HP,"HP 15R (2025) for ₹₹33,490 - Intel Core i3 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Pro Plus 2021, Windows 11 Home1 Year Onsite Warranty"
Lenovo IdeaPad Slim 3,"₹46,990",4.3,,Intel Core i5 Processor,(12th Gen)8 GB LPDDR5RAM,Windows 11 Operating System,512 GB SSD,,Lenovo,"Lenovo IdeaPad Slim 3 for ₹₹46,990 - Intel Core i5 Processor (12th Gen)8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Yr. Onsite"
HP Backlit,"₹44,990",4.3,,Intel Core i5 Processor,(12th Gen)8 GB DDR4RAM,64 bit Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP Backlit for ₹₹44,990 - Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U,"₹29,990",4.1,,AMD Ryzen 3 Quad Core Processor,8 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Onsite Warranty,HP,"HP 15 (2024) AMD Ryzen 3 Quad Core 7320U for ₹₹29,990 - AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
"ASUS Vivobook 16X (2025) for Creator with Office 2024 + M365 Basic,","₹68,990",4.1,,Intel Core i5 Processor,(13th Gen)16 GB DDR4RAM,Windows 11 Home Operating System,512 GB SSD,"Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic (1-Year Validity),�McAfee -1 year, One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite Warranty",ASUS,"ASUS Vivobook 16X (2025) for Creator with Office 2024 + M365 Basic, for ₹₹68,990 - Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic (1-Year Validity),�McAfee -1 year, One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite Warranty"
MSI AMD Ryzen 5 Hexa Core 7530U,"₹39,990",4.0,,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4RAM,Windows 11 Operating System,512 GB SSD,1 Year Carry-in Warranty,MSI,"MSI AMD Ryzen 5 Hexa Core 7530U for ₹₹39,990 - AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD38.1 cm (15 Inch) Display1 Year Carry-in Warranty"
HP Victus,"₹74,990",4.3,,Intel Core i5 Processor,(13th Gen)16 GB DDR4RAM,Windows 11 Home Operating System,512 GB SSD,1 Year Carry-in Warranty,HP,"HP Victus for ₹₹74,990 - Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty"
"ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic, AI PC","₹70,990",4.4,,Intel Core Ultra 5 Processor,16 GB DDR5RAM,Windows 11 Home Operating System,512 GB SSD,,ASUS,"ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic, AI PC for ₹₹70,990 - Intel Core Ultra 5 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite warranty"
